timestamp_utc,task_id,description,repeat_index,http_status,request_success,json_parse_success,validation_success,files_written_count,files_written,summary_preview,content_length,reasoning_content_length,elapsed_ms,prompt_tokens,completion_tokens,total_tokens,prompt_ms,predicted_ms,predicted_per_second,error_message
2026-03-26T03:47:38.792811+00:00,agentic_python_reconcile_pkg,Complete a multi-file Python reconciliation package so the business discrepancy tests pass.,1,200,True,True,True,2,"[""reconcile/matcher.py"", ""reconcile/report.py""]","Implement find_discrepancies to detect missing, duplicate, and amount mismatch discrepancies by comparing left and right rows using (merchant_order_id, provider_txn_id) as keys. Implement render_summary to output counts of each discrepancy kind.",3473,0,7634.125,1079,836,1915,320.939,6025.498,138.74371877643972,
2026-03-26T03:47:47.157544+00:00,agentic_python_reconcile_pkg,Complete a multi-file Python reconciliation package so the business discrepancy tests pass.,2,200,True,True,True,2,"[""reconcile/matcher.py"", ""reconcile/report.py""]","Implement find_discrepancies to detect amount mismatches, duplicates, and missing rows by comparing left and right datasets using (merchant_order_id, provider_txn_id) as the key. Implement render_summary to count discrepancies by kind and format them into a string.",4133,0,8298.567,1079,991,2070,114.069,7141.806,138.76041998340474,
2026-03-26T03:47:49.877162+00:00,agentic_python_restore_bootstrap,Fix a multi-file Python runtime restore flow so running state is not exposed before threads exist.,1,200,True,False,False,0,[],,797,0,2716.413,748,197,945,203.446,1421.719,138.5646530713875,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
2026-03-26T03:47:52.419725+00:00,agentic_python_restore_bootstrap,Fix a multi-file Python runtime restore flow so running state is not exposed before threads exist.,2,200,True,True,True,1,"[""runtime/restore.py""]",Fixed restore flow to avoid exposing running state before threads exist by deferring phase and connected updates until after thread creation loop completes.,783,0,2472.522,748,189,937,113.438,1365.874,138.3729392315836,
2026-03-26T03:47:56.234282+00:00,agentic_python_metrics_contract,Fix a small runtime/protocol/client package so metrics travel through session state instead of ad-hoc world state.,1,200,True,True,True,2,"[""runtime/server.py"", ""client/state.py""]","Fix metrics routing so they travel through session state instead of world snapshot. Updated emit_state to include metrics in session_state payload.runtime, and updated reduce_client_state to extract metrics from runtime.",1299,0,3772.352,917,338,1255,219.016,2437.821,138.64840773789382,
2026-03-26T03:48:00.073967+00:00,agentic_python_metrics_contract,Fix a small runtime/protocol/client package so metrics travel through session state instead of ad-hoc world state.,2,200,True,True,True,2,"[""runtime/server.py"", ""client/state.py""]","Fixed metrics routing so metrics travel through session state instead of world snapshot. Updated emit_state to include metrics in session_state payload.runtime, removed metrics from world_snapshot, and updated reduce_client_state to extract metrics from runtime.",1426,0,3783.391,917,368,1285,114.946,2651.406,138.794284994452,
2026-03-26T03:48:04.299995+00:00,agentic_bash_log_triage,Produce a working Bash triage script that groups noisy logs into stable error signatures.,1,200,True,True,True,1,"[""scripts/triage.sh""]","Implement triage.sh to group noisy logs into stable error signatures by extracting the error message pattern (removing variable parts like IDs), counting occurrences, and sorting by count descending. The script filters out INFO/WARN logs, extracts error signatures, groups them, and outputs in the fo",1253,0,4186.019,681,394,1075,189.961,2862.699,137.63235324426356,
2026-03-26T03:48:08.962906+00:00,agentic_bash_log_triage,Produce a working Bash triage script that groups noisy logs into stable error signatures.,2,200,True,True,True,1,"[""scripts/triage.sh""]","Implement triage.sh to group noisy logs into stable error signatures by extracting the error message pattern (excluding variable parts like IDs), counting occurrences, and sorting by count descending. The script filters out non-error logs (INFO/WARN), extracts the signature by removing variable toke",1639,0,4604.555,681,479,1160,113.782,3457.034,138.55808187018118,
2026-03-26T03:48:15.336391+00:00,agentic_ts_metrics_contract_patch,Apply the smallest multi-file TypeScript patch so runtime metrics live in session.state/runtime and the client reads them from there.,1,200,True,True,True,3,"[""packages/protocol/src/messages.ts"", ""apps/game-runtime/src/runtime/sessionState.ts"", ""apps/game-client/src/state.ts""]","Refactor metrics to live in session.state.runtime instead of world.snapshot. Updated RuntimeState type to include metrics, modified buildMessages to attach metrics to runtime, and updated reduceClientState to read metrics from session.state.runtime.",2332,0,6087.413,1078,641,1719,258.64,4609.895,139.04872019861622,
2026-03-26T03:48:21.240027+00:00,agentic_ts_metrics_contract_patch,Apply the smallest multi-file TypeScript patch so runtime metrics live in session.state/runtime and the client reads them from there.,2,200,True,True,True,3,"[""packages/protocol/src/messages.ts"", ""apps/game-runtime/src/runtime/sessionState.ts"", ""apps/game-client/src/state.ts""]","Refactor metrics to live in session.state.runtime instead of world.snapshot. Updated RuntimeState type to include metrics, modified buildMessages to attach metrics to runtime, and updated reduceClientState to read metrics from session.state.runtime.",2332,0,5765.354,1078,641,1719,115.425,4620.356,138.73389842687448,
2026-03-26T03:48:24.317791+00:00,agentic_ts_restore_bootstrap_patch,Fix a multi-file TypeScript restore/bootstrap flow so running state is not exposed before thread restoration completes.,1,200,True,True,False,1,"[""apps/game-runtime/src/runtime/restore.ts""]","Fix restoreRuntime to set phase to 'running' only after all threads are restored, preventing exposure of running state before thread restoration completes.",808,0,2926.986,777,224,1001,193.337,1607.162,139.37611765335419,
2026-03-26T03:48:27.098496+00:00,agentic_ts_restore_bootstrap_patch,Fix a multi-file TypeScript restore/bootstrap flow so running state is not exposed before thread restoration completes.,2,200,True,False,False,0,[],,819,0,2778.456,777,229,1006,114.777,1636.205,139.95801259622112,JSONDecodeError('Expecting value: line 1 column 1 (char 0)')
