timestamp_utc,task_id,family,description,repeat_index,http_status,success,max_tokens,prompt_chars,context_file_count,prompt_tokens,completion_tokens,total_tokens,finish_reason,elapsed_ms,network_retry_count,prompt_ms,predicted_ms,predicted_per_second,reasoning_content_length,content_length,reasoning_preview,content_preview,error_message
2026-04-04T15:52:58.906281+00:00,java_null_nested_config,java,Optional nested config causes startup-time null handling bug.,1,200,True,900,2152,4,459,643,1102,stop,8749.126,0,249.05,4882.185,131.70332545776122,0,2913,,<think>\n\n</think>\n\n### Root Cause Analysis\n**Bug Location:** `src/main/java/com/example/config/DataSourceFactory.java`\n**Method:** `buildJdbcUrl`\n\n**Root Cause:**\nThe method `buildJdbcUrl` performs a chain of method calls without null checks:\n`config.getDatabase().getJdbcUrl().trim()`\n\n1.  If `AppConfig.database` is `null` (which is the default state for a newly instantiated object or if deseriali,
2026-04-04T15:53:08.150192+00:00,java_transaction_partial_commit,java,Order update spans multiple repositories without a transaction boundary.,1,200,True,1000,2332,4,458,749,1207,stop,9242.049,0,140.821,5593.421,133.90731718567224,0,3742,,"<think>\n\n</think>\n\n### Risk Analysis\n\n**Highest-Risk Data Consistency Bug:**\nThe `confirm` method in `OrderService` performs three distinct write operations across three different repositories (`InventoryRepository`, `AuditRepository`, `OrderRepository`) without any transactional boundary.\n\nIf `inventoryRepository.reserve` succeeds but `orderRepository.markConfirmed` throws an exception (e.g., due",
2026-04-04T15:53:14.442556+00:00,java_path_body_id_mismatch,java,Controller trusts request body identifier over path identifier.,1,200,True,900,2399,3,473,582,1055,stop,6287.28,0,125.869,4332.124,134.34518494853796,0,2378,,"<think>\n\n</think>\n\n### Security Analysis\n\n**Bug Identification:**\nThe vulnerability is a **Broken Object Level Authorization (BOLA)** / **IDOR** issue caused by trusting the request body over the URL path.\n\nIn `AccountController.update()`:\n1.  The method receives `pathAccountId` from the URL (e.g., `PUT /accounts/123`).\n2.  The method **ignores** `pathAccountId`.\n3.  The method uses `request.getAc",
2026-04-04T15:53:21.899442+00:00,java_audit_success_on_failure,java,Audit log currently records a successful change even when the write fails.,1,200,True,1000,1956,3,384,436,820,stop,7455.564,0,113.229,3224.648,135.20855609666543,0,2018,,"<think>\n\n</think>\n\n### Root Cause Analysis\nThe bug is in `ProfileService.changeStatus`. The `auditRepository.recordSuccess` call is placed inside a `finally` block.\n- **Logic Flaw**: A `finally` block executes regardless of whether the `try` block completes normally or throws an exception.\n- **Consequence**: If `profileRepository.save(profile)` throws an exception (e.g., database constraint violat",
2026-04-04T15:53:42.566042+00:00,java_pagination_boundary,java,Pagination code has an index boundary bug and unstable empty-page behavior.,1,200,True,900,1933,3,408,900,1308,length,20665.793,0,135.173,6669.353,134.9456236609458,0,3306,,"<think>\n\n</think>\n\n### Root Cause Analysis\n\nThe bug lies in the **`UserQueryService.list`** method and its interaction with **`InMemoryUserRepository.findRange`**.\n\n1.  **Off-by-One Error in `UserQueryService`**:\n    *   Current logic: `offset = page * size`, `end = offset + size`.\n    *   The `UserRepository.findRange` method signature implies `endInclusive` based on the name, but the implementat",
2026-04-04T15:54:37.641970+00:00,java_optimistic_lock_missing,java,Version field exists but update flow does not actually enforce optimistic locking.,1,200,True,1050,2414,4,518,1050,1568,length,55069.496,0,202.462,7722.863,135.95994128084365,0,4332,,"<think>\n\n</think>\n\n### Root Cause Analysis\nThe concurrency bug is in **`OrderService.approve`**.\n\n1.  **Missing Read-Modify-Write Check**: The method retrieves the `Order` object, modifies the status, and increments the version in memory. It then passes the *new* version (`order.getVersion() + 1`) to the repository.\n2.  **No Validation**: The `updateStatus` method (and its SQL implementation) does",
2026-04-04T15:54:45.045415+00:00,java_enum_db_compat,java,Database enum values no longer match Java enum names after a migration.,1,200,True,1000,1635,4,348,420,768,stop,7402.58,0,145.836,3140.496,133.73683647423846,0,1794,,"<think>\n\n</think>\n\n### Root Cause Analysis\nThe bug is a **case mismatch** between the database and the Java code.\n1.  **Migration (`V42__payment_state_lowercase.sql`)**: Converted all existing database values (e.g., `PENDING`) to lowercase (e.g., `pending`).\n2.  **Java Enum (`PaymentState`)**: Defines constants in **UPPERCASE** (`PENDING`, `PROCESSING`, `COMPLETED`).\n3.  **Mapper (`PaymentMapper`)",
2026-04-04T15:54:54.543716+00:00,java_soft_delete_unique_email,java,Soft-deleted rows still participate in uniqueness checks and block re-registration.,1,200,True,950,2018,4,410,569,979,stop,9497.396,0,128.968,4189.085,135.82918465488288,0,2545,,"<think>\n\n</think>\n\n### Root Cause Analysis\nThe bug resides in **`src/main/java/com/example/user/JdbcUserRepository.java`**.\n\nThe `existsByEmail` method currently returns `false` unconditionally (a placeholder implementation). In a real scenario, the SQL query `select count(*) > 0 from users where email = ?` would return `true` for **both** active and soft-deleted users. Since the `UserService` tre",
2026-04-04T15:55:34.706573+00:00,ts_boot_restore_consistency,ts,Boot-time restore can expose an inconsistent running state before threads are restored.,1,200,True,1250,86231,6,21368,1250,22618,length,40159.241,0,3653.484,9901.186,126.2475020669241,0,5000,,"<think>\n\n</think>\n\n### Analysis\n\n**Highest-Risk Bug:**\nIn `GameRuntimeServer.ts`, the `restoreSession()` method reconstructs the `Simulation` state from disk but **fails to restore the active thread mappings** (`threadIds` and `threadToAgentId`).\n\n1.  **The Bug:**\n    *   `restoreSession()` loads `saved.threadIds` from the snapshot.\n    *   However, it immediately overwrites `this.threadIds` with ",
2026-04-04T15:56:32.034065+00:00,ts_runtime_metrics_protocol,ts,Runtime metrics exist server-side but are not exposed to the client in a protocol-first way.,1,200,True,1250,98189,7,24301,1250,25551,length,57321.179,0,4188.933,10050.134,124.37645110005498,0,4954,,<think>\n\n</think>\n\nHere is the protocol-first change set to expose runtime metrics to the client HUD.\n\n### Summary of Changes\n1.  **Protocol Definition (`packages/protocol/src/messages.ts`)**: Added a new `ServerMessage` type `runtime.metrics` and its corresponding Zod schema. This defines the contract for the metrics payload.\n2.  **Runtime Emission (`apps/game-runtime/src/runtime/GameRuntimeServe,
2026-04-04T15:57:08.175027+00:00,java_idempotency_payment_callback,java,Payment callback handler applies duplicate provider events more than once.,1,200,True,1050,3025,5,650,1050,1700,length,36132.809,0,230.598,7666.086,136.9668954926934,0,4457,,"<think>\n\n</think>\n\n### Root Cause Analysis\nThe bug is in `PaymentCallbackService.onCallback`. The method lacks **idempotency checks** before processing the callback.\n\n1.  **State Mutation**: `payment.markPaid(...)` is called unconditionally. If the provider sends the same callback twice (common in payment gateways), the payment state is updated again. While `markPaid` sets the status to ""PAID"" (id",
2026-04-04T15:57:22.329113+00:00,java_outbox_publish_before_commit,java,Domain event is published inline before the database write is durably committed.,1,200,True,1050,2028,3,409,706,1115,stop,14150.163,0,147.973,5177.694,136.3541375755307,0,3219,,"<think>\n\n</think>\n\n### Root Cause Analysis\n**Bug:** In `InvoiceService.approve`, the domain event is published (`domainEventPublisher.publish`) **before** the state change is persisted (`invoiceRepository.save`).\n\n**Risk:**\nIf the `invoiceRepository.save` operation fails (e.g., database deadlock, constraint violation, network partition) or if the application crashes immediately after publishing bu",
2026-04-04T15:57:42.839464+00:00,java_cache_stale_after_write,java,Profile update writes to DB but leaves the cache stale on the read path.,1,200,True,950,2268,3,464,529,993,stop,20507.438,0,138.934,3906.95,135.39973636724298,0,2439,,<think>\n\n</think>\n\n### Root Cause Analysis\nThe bug is in `ProfileService.updateDisplayName`. The method updates the database via `profileRepository.save(profile)` but **fails to invalidate the cache**.\n\nWhen a subsequent call to `get(profileId)` occurs:\n1. `profileCache.get(profileId)` returns the stale `ProfileView` (containing the old display name).\n2. The method returns immediately without hitt,
2026-04-04T15:57:50.319527+00:00,java_csv_import_partial_batch,java,CSV batch import persists rows incrementally before the full batch is validated.,1,200,True,1100,1981,3,411,710,1121,stop,7478.795,0,143.532,5214.693,136.1537486482905,0,3043,,"<think>\n\n</think>\n\n### Analysis of the Bug\n\n**Root Cause:**\nThe `importCsv` method in `UserImportService` performs a **write-then-validate** pattern. It iterates through the parsed rows and immediately calls `userRepository.insert()` for each row. The validation logic (checking for null/blank email) is inside the loop, but it only throws an exception *after* the previous row has already been persi",
2026-04-04T15:58:00.712111+00:00,java_retry_duplicate_side_effect,java,Retry wrapper around a remote call duplicates the user-visible side effect.,1,200,True,1050,2081,4,431,1050,1481,length,10391.564,0,128.491,7671.666,136.86727237603932,0,4398,,"<think>\n\n</think>\n\n### Bug Analysis\n\n**Highest-Risk Bug:**\nThe `send` method in `InvoiceNotificationService` executes two side-effecting operations (`invoiceGateway.markSent` and `emailGateway.sendInvoice`) within a single `Runnable` passed to `retryExecutor`.\n\nIf `emailGateway.sendInvoice` succeeds but `invoiceGateway.markSent` fails (or vice versa, depending on implementation order, though here ",
2026-04-04T15:58:44.175064+00:00,java_permission_scope_trust_bug,java,Service trusts orgId from request payload instead of the authenticated operator context.,1,200,True,1000,1904,3,407,520,927,stop,43461.232,0,142.045,3841.387,135.36777210939692,0,2413,,"<think>\n\n</think>\n\n### Security Bug Analysis\n\n**Bug:** Insecure Direct Object Reference (IDOR) / Privilege Escalation via Parameter Tampering.\n**Location:** `src/main/java/com/example/report/ReportController.java`, line 14.\n**Root Cause:** The controller trusts the `orgId` provided in the `GenerateReportRequest` payload (`request.getOrgId()`) to scope the report generation. It ignores the `orgId` ",
2026-04-04T15:59:40.458362+00:00,script_python_csv_reconcile,script,Write a Python reconciliation script for two daily business CSV exports with duplicate and blank-row edge cases.,1,200,True,1300,1722,3,596,1300,1896,length,56282.219,0,226.51,9543.573,136.21732657150523,0,5302,,"<think>\n\n</think>\n\n### Reconciliation Strategy & Edge-Case Guards\n\n**Matching Strategy:**\n1.  **Primary Key:** `merchant_order_id`\n2.  **Secondary Key (Fallback):** `provider_txn_id` (used only if `merchant_order_id` is missing or ambiguous, though in this schema, `merchant_order_id` is the primary business key).\n3.  **Normalization:**\n    *   Strip BOM (Byte Order Mark) from UTF-8 files.\n    *   ",
