timestamp_utc,task_id,description,repeat_index,http_status,request_success,json_parse_success,validation_success,files_written_count,files_written,summary_preview,content_length,reasoning_content_length,elapsed_ms,prompt_tokens,completion_tokens,total_tokens,prompt_ms,predicted_ms,predicted_per_second,error_message
2026-03-26T02:11:39.054095+00:00,agentic_python_reconcile_pkg,Complete a multi-file Python reconciliation package so the business discrepancy tests pass.,1,200,True,False,False,0,[],,3605,0,5440.599,1054,847,1901,177.666,4009.276,211.26008785626135,JSONDecodeError('Expecting value: line 7 column 16 (char 3109)')
2026-03-26T02:11:45.386508+00:00,agentic_python_reconcile_pkg,Complete a multi-file Python reconciliation package so the business discrepancy tests pass.,2,200,True,True,True,2,"[""reconcile/matcher.py"", ""reconcile/report.py""]","Implement real discrepancy detection and summary rendering so the tests pass. The matcher now returns the correct Discrepancy objects for amount mismatches, duplicates, and missing rows. The report renders a summary string that includes the required counts.",4562,0,6258.662,1054,1082,2136,76.544,5108.726,211.79448653147574,
2026-03-26T02:11:47.856558+00:00,agentic_python_restore_bootstrap,Fix a multi-file Python runtime restore flow so running state is not exposed before threads exist.,1,200,True,True,True,1,"[""runtime/restore.py""]","The restore function must not expose the running state before threads are created. The current implementation sets state.phase to 'running' before creating threads, which violates the requirement. The fix is to set phase to 'running' only after all threads have been created. This change ensures that",1026,0,2407.505,754,246,1000,122.653,1156.551,212.70138541231645,
2026-03-26T02:11:50.279303+00:00,agentic_python_restore_bootstrap,Fix a multi-file Python runtime restore flow so running state is not exposed before threads exist.,2,200,True,True,True,1,"[""runtime/restore.py""]","The restore function must not expose the running state before all required threads are created. The current implementation sets state.phase = ""running"" before checking and creating threads, which violates the requirement. The fix is to set the phase to ""running"" only after all threads have been ensu",1150,0,2373.874,754,270,1024,76.679,1268.947,212.77484402421854,
2026-03-26T02:11:54.934993+00:00,agentic_python_metrics_contract,Fix a small runtime/protocol/client package so metrics travel through session state instead of ad-hoc world state.,1,200,True,True,True,3,"[""protocol/messages.py"", ""runtime/server.py"", ""tests/test_metrics_contract.py""]",Move metrics from world snapshot to session state by adding a 'metrics' key to the runtime payload in make_session_state and updating emit_state to include the metrics snapshot in the runtime dict. This ensures metrics travel through session state as required.,2629,0,4590.479,899,674,1573,129.427,3179.257,211.99921868537209,
2026-03-26T02:11:57.753805+00:00,agentic_python_metrics_contract,Fix a small runtime/protocol/client package so metrics travel through session state instead of ad-hoc world state.,2,200,True,True,True,2,"[""protocol/messages.py"", ""runtime/server.py""]",Move metrics from world snapshot to session state by adding a 'metrics' key to the runtime dict in make_session_state and updating emit_state to include it. This ensures metrics travel through session state as required.,1365,0,2772.155,899,351,1250,77.344,1653.679,212.25401060302514,
2026-03-26T02:12:01.043300+00:00,agentic_bash_log_triage,Produce a working Bash triage script that groups noisy logs into stable error signatures.,1,200,True,False,False,0,[],,1590,0,3287.854,672,430,1102,109.988,2023.312,212.52283384866004,JSONDecodeError('Extra data: line 11 column 1 (char 1587)')
2026-03-26T02:12:05.167762+00:00,agentic_bash_log_triage,Produce a working Bash triage script that groups noisy logs into stable error signatures.,2,200,True,True,True,1,"[""scripts/triage.sh""]","Add a simple signature extraction to triage.sh that outputs a stable error signature with a count. The script now parses the log, groups identical error messages, and prints each signature with a count. The test expects three signatures (OrderService, PaymentGateway, ProfileService) and excludes hea",2321,0,4071.759,672,626,1298,76.875,2950.911,212.1378787770963,
2026-03-26T02:12:09.610638+00:00,agentic_ts_metrics_contract_patch,Apply the smallest multi-file TypeScript patch so runtime metrics live in session.state/runtime and the client reads them from there.,1,200,True,True,True,2,"[""apps/game-runtime/src/runtime/sessionState.ts"", ""apps/game-client/src/state.ts""]",Move the metrics field from the world snapshot payload to the runtime object in the session state message. This requires updating the session state builder to include metrics in the runtime payload and adjusting the client reducer to read metrics from sessionState.runtime.metrics instead of sessionS,1990,0,4199.014,988,622,1610,136.521,2937.796,211.7233463453555,
2026-03-26T02:12:21.183431+00:00,agentic_ts_metrics_contract_patch,Apply the smallest multi-file TypeScript patch so runtime metrics live in session.state/runtime and the client reads them from there.,2,200,True,False,False,0,[],,7938,0,11570.643,988,2200,3188,76.869,10427.139,210.9878845961486,JSONDecodeError('Unterminated string starting at: line 6 column 18 (char 440)')
